Date,NVDA,MSFT,AAPL,GOOGL,META,TSLA,AVGO,ORCL,WMT,COST,PG,KO,JPM,V,MA,BRK-B,LLY,JNJ,UNH,ABBV
2021-09-08,22.293081283569336,289.9476623535156,151.70159912109375,142.7067413330078,375.2566833496094,251.2899932861328,45.259727478027344,84.44489288330078,46.56208801269531,443.279052734375,129.99964904785156,49.31365966796875,141.8474578857422,221.89805603027344,342.4808349609375,279.3399963378906,244.70846557617188,151.90208435058594,388.2411193847656,94.02886962890625
2021-09-09,22.131418228149414,287.0887756347656,150.68447875976562,142.55775451660156,375.6840515136719,251.6199951171875,45.178253173828125,84.51097106933594,46.23369598388672,443.5074157714844,129.4512481689453,48.82419204711914,142.46495056152344,220.3483428955078,342.8418273925781,278.6099853515625,230.45846557617188,148.51766967773438,387.45599365234375,91.3961181640625
2021-09-10,22.431798934936523,285.6014099121094,145.69654846191406,139.91102600097656,376.36981201171875,245.42333984375,45.6048698425293,84.64310455322266,46.06635284423828,442.7649841308594,129.5771026611328,48.605682373046875,140.82720947265625,217.84930419921875,338.9198303222656,277.6000061035156,229.97830200195312,147.54563903808594,378.83648681640625,90.89344024658203
2021-09-13,22.10646629333496,286.837646484375,146.26377868652344,141.35755920410156,374.20318603515625,247.6666717529297,45.67903137207031,83.89746856689453,45.804256439208984,437.5298156738281,130.97059631347656,49.00773620605469,143.06454467773438,217.57809448242188,339.3394470214844,279.9200134277344,228.4995574951172,146.51174926757812,388.7878112792969,91.57506561279297
2021-09-14,22.196285247802734,289.5420227050781,144.86520385742188,141.56808471679688,374.2229919433594,248.163330078125,45.94542694091797,81.53787231445312,45.56428146362305,436.34002685546875,130.745849609375,49.04296112060547,140.56768798828125,216.0283660888672,337.3686218261719,277.20001220703125,223.82315063476562,145.6280975341797,386.9306945800781,90.7230453491211
2021-09-15,22.295076370239258,294.3999938964844,145.7552032470703,143.440185546875,371.6290283203125,251.94332885742188,46.66591262817383,82.8026351928711,45.64322280883789,438.5482482910156,130.46713256835938,49.21028518676758,141.5431365966797,216.78387451171875,336.34423828125,278.17999267578125,224.437744140625,146.17596435546875,391.6015319824219,91.8221435546875
2021-09-16,22.196285247802734,294.7863464355469,145.52047729492188,142.62628173828125,370.7742614746094,252.3300018310547,46.447113037109375,82.34959411621094,45.7947883605957,441.0040283203125,129.55914306640625,48.7435417175293,141.4805145263672,217.2875518798828,337.8661804199219,277.510009765625,221.8546600341797,145.99923706054688,390.96380615234375,92.08625793457031
2021-09-17,21.854984283447266,289.6192626953125,142.85047912597656,139.83555603027344,362.48541259765625,253.163330078125,46.323524475097656,81.53787231445312,45.7000617980957,437.3870849609375,129.76588439941406,47.9421501159668,141.1135711669922,214.7885284423828,334.6759033203125,276.760009765625,220.95204162597656,145.5838623046875,394.07763671875,91.7880630493164
2021-09-20,21.069602966308594,284.2395935058594,139.7990264892578,137.769287109375,353.5206604003906,243.38999938964844,45.30000686645508,81.33024597167969,45.07170486450195,429.4199523925781,128.4623260498047,47.607513427734375,136.88951110839844,213.1418914794922,331.4075927734375,274.20001220703125,222.43080139160156,144.7532501220703,387.080810546875,90.65486907958984
2021-09-21,21.202327728271484,284.7225341796875,140.2782745361328,138.08065795898438,355.28973388671875,246.4600067138672,45.27880859375,82.0381088256836,45.16011047363281,430.34326171875,128.66012573242188,47.598716735839844,136.9074249267578,213.2581329345703,329.1539611816406,273.17999267578125,221.01925659179688,145.38946533203125,386.7431335449219,91.29389953613281
